814.9962780989771	816.7065384719771	frye32
817.9915314289007	819.124668501984	frye31
818.6901447508645	820.0932516821645	frye32
821.017883385508	822.3292417645988	frye31
821.8729103565788	823.5448760669424	frye32
824.3382959738246	825.3601867493701	frye31
826.031414323169	827.7885008353508	frye32
827.3104135353949	828.5927487372949	frye31
830.1202226925537	831.856176829281	frye32
830.5611671183624	831.8398508828169	frye31
833.8605530759114	835.4056446935114	frye32
834.0278634927134	835.1610005657968	frye31
836.92715935295	838.7185002977832	frye32
837.1091136211968	838.5826014256513	frye31
840.4816348104265	841.9616849484265	frye32
840.9171392469588	842.2361509460302	frye31
844.3304305090746	845.463567582158	frye31
844.5936750455464	846.3507615577282	frye32
847.2561087337454	848.5384439356453	frye31
850.832044000343	852.2271968375247	frye31
850.8895106597695	852.2926175910694	frye32
853.7934938766621	855.503754249662	frye32
854.2220092686756	855.243900044221	frye31
857.2173464986956	858.6908343031502	frye31
857.6732154544305	859.3451811647941	frye32
860.7931754399598	862.1121871390312	frye31
861.2973865091125	863.0544730212943	frye32
864.1368076967264	865.2699447698097	frye31
865.4791223414378	867.2150764781651	frye32
867.4107809481436	868.7221393272345	frye31
869.7073219052334	871.2524135228333	frye32
870.8937312156087	871.9156219911541	frye31
874.1444847985763	875.6179726030308	frye31
876.4445629684243	878.2359039132575	frye32
877.6042153975916	878.7693481148643	frye31
880.3441362746642	881.6228200391187	frye31
880.5101394720738	881.9901896100738	frye32
883.6877685314307	884.8209056045141	frye31
883.9484556008747	885.7055421130565	frye32
887.1474991304461	888.4298343323461	frye31
887.642322252762	889.045429184062	frye32
890.4679117187628	891.7792700978537	frye31
890.5695373353897	892.305491472117	frye32
893.9044226493285	894.9263134248739	frye31
894.2634039872771	895.9736643602771	frye32
896.8997598793485	898.373247683803	frye31
898.3986760881321	899.9437677057321	frye32
900.7077855051103	902.1029383422921	frye31
901.5814416938465	903.3173958305738	frye32
903.7727817404797	904.9495958659082	frye31
905.972264317788	907.7636052626212	frye32
906.837777975849	908.1164617403035	frye31
909.921681492762	911.5936472031256	frye32
910.4600462540128	911.5931833270962	frye31
913.4321638155831	914.9056516200376	frye31
914.2892722509683	916.0463587631501	frye32
916.8918944145985	918.2109061136699	frye31
918.3780806203531	919.781187551653	frye32
920.6070413665611	921.8893765684611	frye31
921.3517594344512	923.0877135711785	frye32
923.834575281079	925.1459336601698	frye31
926.0213644472143	927.7316248202143	frye32
927.1782075378455	928.200098313391	frye31
929.8313904277775	931.3114405657775	frye32
930.1967644363152	931.6702522407697	frye31
933.2000109593729	934.9570974715547	frye32
933.5636163615316	934.9587691987133	frye31
936.7544864168493	938.2995780344493	frye32
936.9304682867479	938.0956010040206	frye31
939.7513970966826	941.4873512334099	frye32
939.8793661798684	941.1580499443229	frye31
943.6641721371805	944.9465073390804	frye31
943.7705098688618	945.4807702418618	frye32
947.2785215948682	948.9504873052317	frye32
947.3328797522438	948.6442381313346	frye31
952.0232527790968	953.1563898521802	frye31
952.3430683251288	954.1001548373106	frye32
955.204347356715	956.6778351611695	frye31
956.0833987084864	957.4865056397863	frye32
959.1964687169952	960.8684344273588	frye32
959.291009003874	960.6100207029455	frye31
962.8438716374123	964.6352125822456	frye32
962.9364969504875	963.9583877260329	frye31
966.001493185857	967.283828387757	frye31
966.2124921690076	967.9484463057349	frye32
969.6469811324703	971.042133969652	frye31
970.3709961355979	971.851046273598	frye32
972.8977347154379	974.0628674327106	frye31
973.6993053523433	975.4095657253433	frye32
976.1949276353048	977.4736113997593	frye31
977.6661447140428	979.0692516453428	frye32
979.6778779027701	980.8110149758535	frye31
981.1560951206937	982.9131816328755	frye32
982.9982904910868	984.4717782955413	frye31
985.2913563386054	986.8364479562053	frye32
986.6205587692506	987.939570468322	frye31
988.4508817635267	990.186835900254	frye32
990.2660467158641	991.2879374914096	frye31
993.0043154641486	994.7145758371486	frye32
993.67933797798	994.96167317988	frye31
997.1855079138948	998.4968662929856	frye31
997.5112855555805	999.183251265944	frye32
1000.7613368551591	1001.9264695724319	frye31
1002.3565590260067	1004.14789997084	frye32
1004.2210674541743	1005.4997512186288	frye31
1006.0716754302322	1007.4747823615321	frye32
1007.5879193793908	1008.7210564524742	frye31
1009.1968832668703	1010.9328374035975	frye32
1010.6993549516594	1012.1728427561139	frye31
1013.7967805766821	1015.341872194282	frye32
1014.2751838929238	1015.6703367301055	frye31
1017.0724650245784	1018.5525151625784	frye32
1018.1064291871354	1019.1283199626808	frye31
1020.51077210464	1022.2210324776399	frye32
1021.2178647594044	1022.5001999613044	frye31
1024.7157287363364	1026.4728152485181	frye32
1024.8865723744675	1026.1979307535585	frye31
1028.3927423103826	1029.5578750276554	frye31
1028.5954401037031	1030.2674058140667	frye32
1031.457738545752	1032.7364223102065	frye31
1033.148873804325	1034.5519807356247	frye32
1035.3122035084132	1036.7856913128678	frye31
1036.2387038154611	1037.9746579521884	frye32
1039.3059864817733	1040.6249981808448	frye31
1040.420428642563	1042.130689015563	frye32
1042.835376086138	1043.9685131592214	frye31
1044.6718488834497	1046.4289353956315	frye32
1046.2254476798041	1047.507782881704	frye31
1049.0394281473114	1050.5194782853114	frye32
1050.0102536371162	1051.405406474298	frye31
1053.0705617199842	1054.8619026648173	frye32
1053.400325230782	1054.4222160063275	frye31
1056.2795641185533	1057.753051923008	frye31
1056.5665328360944	1058.3024869728217	frye32
1060.7145207924589	1062.0335324915304	frye31
1060.8876484907662	1062.4327401083663	frye32
1063.9670510119784	1065.6773113849783	frye32
1064.0581530492254	1065.1912901223088	frye31
1067.0999296161451	1068.411287995236	frye31
1068.0198125014342	1069.422919432734	frye32
1070.9005562712152	1072.6365104079425	frye32
1071.3491289424526	1072.371019717998	frye31
1074.3444661724725	1075.6268013743725	frye31
1075.147951575718	1076.9050380878998	frye32
1078.3614688142823	1079.640152578737	frye31
1079.3104695346087	1080.9824352449723	frye32
1082.0766157662451	1083.241748483518	frye31
1084.1891484995608	1085.8994088725608	frye32
1085.2112710069637	1086.6847588114183	frye31
1088.0920916715224	1089.6371832891225	frye32
1090.0409620445155	1091.359973743587	frye31
1091.6000941653688	1093.336048302096	frye32
1093.4542533066315	1094.5873903797149	frye31
