1803.9045333085214	1805.5574716471215	frye3	1.0
1805.1553033112161	1806.9298007988161	frye1	1.0
1808.5484960759227	1810.223678924256	frye3	1.0
1809.4531840331879	1811.1455702044957	frye1	1.0
1813.6800749339006	1815.6549493058099	frye3	1.0
1813.9136872689637	1815.640812478297	frye1	1.0
1818.8620580461527	1820.4876861867526	frye1	1.0
1818.997412302575	1820.2878436257417	frye3	1.0
1822.4629851375346	1824.2374826251346	frye1	1.0
1823.9432326498572	1825.3723783784408	frye3	1.0
1826.7376340718197	1828.3789657302198	frye1	1.0
1828.7032944864432	1830.3597632055971	frye3	1.0
1830.3385611632016	1832.052510642285	frye1	1.0
1833.8116535305846	1835.486836378918	frye3	1.0
1835.240468365018	1836.920173709927	frye1	1.0
1839.1201769086356	1840.8473021179689	frye1	1.0
1839.523727734488	1840.9884898229045	frye3	1.0
1843.8594615966476	1845.5831367910112	frye1	1.0
1846.2342539333824	1847.8871922719825	frye3	1.0
1847.5533158387746	1849.267265317858	frye1	1.0
1850.7853374454355	1852.0757687686023	frye3	1.0
1852.315832314473	1853.941460455073	frye1	1.0
1854.6862661700525	1856.115411898636	frye3	1.0
1855.9632229812273	1857.7377204688273	frye1	1.0
1859.0283713575723	1860.6848400767262	frye3	1.0
1860.9812891214754	1862.6226207798754	frye1	1.0
1864.5314672369427	1866.2066500852761	frye3	1.0
1864.9771566035247	1866.704281812858	frye1	1.0
1869.4144280516143	1871.1283775306977	frye1	1.0
1870.8008169729342	1872.4474982962674	frye3	1.0
1874.6415802810393	1876.3652554754028	frye1	1.0
1877.0469468950887	1878.5117089835053	frye3	1.0
1878.7536067015205	1880.4333120464296	frye1	1.0
1881.4819313379567	1883.1348696765567	frye3	1.0
1882.1919112790977	1883.9664087666977	frye1	1.0
1887.163513843973	1888.8604359545732	frye1	1.0
1888.0299188399922	1889.320350163159	frye3	1.0
1891.3684674151996	1893.082416894283	frye1	1.0
1893.0221788149481	1894.4513245435314	frye3	1.0
1895.782507075603	1897.408135216203	frye1	1.0
1897.5036028854904	1899.1600716046444	frye3	1.0
1899.47636131773	1901.25085880533	frye1	1.0
1903.472228799779	1905.113560458179	frye1	1.0
1904.33022815357	1905.7949902419866	frye3	1.0
1907.4680962818286	1909.1952214911619	frye1	1.0
1909.276048500852	1910.9227298241854	frye3	1.0
1912.1376856067816	1913.9121830943816	frye1	1.0
1913.0840979701209	1914.7592808184543	frye3	1.0
1916.6678842056167	1918.3475895505258	frye1	1.0
1920.2590204457556	1921.8836184358556	frye3	1.0
1920.2688112969981	1921.9657334075982	frye1	1.0
1924.3343741421068	1926.04832362119	frye1	1.0
1925.2702475455787	1926.6508060650785	frye3	1.0
1927.9447788258044	1929.409540914221	frye3	1.0
1928.8413409532552	1930.5650161476187	frye1	1.0
1931.3510603948935	1932.780206123477	frye3	1.0
1932.7675130722455	1934.4946382815788	frye1	1.0
1935.6769768335273	1937.3334455526813	frye3	1.0
1937.2280163080218	1938.8536444486217	frye1	1.0
1940.183660812892	1941.8303421362252	frye3	1.0
1940.736016248658	1942.510513736258	frye1	1.0
1945.4520691489838	1947.093400807384	frye1	1.0
1946.7063884061047	1947.9968197292715	frye3	1.0
1949.2388505418562	1950.9528000209395	frye1	1.0
1951.214009535463	1952.6431552640465	frye3	1.0
1953.072095510101	1954.7644816814088	frye1	1.0
1955.9478743132331	1957.9227486851423	frye3	1.0
1957.2305855059549	1958.9577107152882	frye1	1.0
1962.1557244954574	1963.9302219830574	frye1	1.0
1967.0237255134846	1968.698908361818	frye3	1.0
1970.472704487165	1972.1866539662483	frye1	1.0
1972.8054591588989	1974.458397497499	frye3	1.0
1974.9796712983134	1976.6765934089135	frye1	1.0
1979.324015595658	1981.098513083258	frye1	1.0
1981.1645921402207	1982.593737868804	frye3	1.0
1983.8309824068065	1985.55465760117	frye1	1.0
1986.1104124875033	1987.5751745759198	frye3	1.0
1988.0591677657194	1989.7862929750527	frye1	1.0
1991.7528272498955	1993.399508573229	frye3	1.0
1992.1247306108276	1993.838680089911	frye1	1.0
1996.1413720650892	1997.7978407842431	frye3	1.0
1996.538770271231	1998.21847561614	frye1	1.0
2000.0700019995536	2001.7971272088869	frye1	1.0
2002.5268208702657	2004.2020037185991	frye3	1.0
2004.3678827215253	2006.1423802091253	frye1	1.0
2008.3637502035745	2009.9893783441744	frye1	1.0
2008.8193904200946	2010.4723287586946	frye3	1.0
2011.6626640550342	2013.3766135341175	frye1	1.0
2015.4370373636407	2016.7274686868075	frye3	1.0
2016.541339469164	2018.233725640472	frye1	1.0
2020.653365889645	2022.3804910989784	frye1	1.0
2022.3101022593944	2023.7392479879777	frye3	1.0
2024.626001584008	2025.8948458050081	frye1	1.0
2027.372021675862	2028.8367837642786	frye3	1.0
2027.6693657709177	2029.4438632585177	frye1	1.0
2032.4783458219888	2034.175267932589	frye1	1.0
2036.0562320509018	2037.7029133742353	frye3	1.0
2037.1247033592554	2038.7660350176554	frye1	1.0
2041.280690164228	2042.937158883382	frye3	1.0
2041.3761205058545	2043.0900699849378	frye1	1.0
2046.5980275329023	2048.2732103812355	frye3	1.0
2046.7194316737111	2048.4431068680747	frye1	1.0
2050.5759084296424	2052.3030336389756	frye1	1.0
2052.9602565242417	2054.935130896151	frye3	1.0
2055.895987809813	2057.521615950413	frye1	1.0
2059.33429238739	2061.10878987499	frye1	1.0
2059.531463840114	2060.8218951632807	frye3	1.0
2064.6776035552466	2066.3745256658467	frye1	1.0
2065.0809993471585	2066.7339376857585	frye3	1.0
2069.1148750033362	2070.756206661736	frye1	1.0
2070.978832061758	2072.4435941501747	frye3	1.0
2073.203669636131	2074.917619115214	frye1	1.0
2075.994311850551	2077.4234575791347	frye3	1.0
2078.012649687202	2079.7397748965354	frye1	1.0
2080.916912383996	2082.57338110315	frye3	1.0
2082.868093313646	2084.3512301518	frye1	1.0
2083.91226836897	2085.2928268884702	frye3	1.0
2086.4922521927137	2088.2667496803138	frye1	1.0
2086.5825469602255	2088.257729808559	frye3	1.0
2091.0921461546077	2092.7845323259153	frye1	1.0
2091.180070099953	2093.154944471862	frye3	1.0
2095.1809407874025	2096.8948902664856	frye1	1.0
2096.188658822794	2097.8353401461272	frye3	1.0
2099.804066536983	2101.0597482069834	frye1	1.0
2101.5128872574196	2102.803318580586	frye3	1.0
2104.0090201082094	2105.7361453175427	frye1	1.0
2105.924651886451	2107.577590225051	frye3	1.0
2108.097814741004	2109.723442881604	frye1	1.0
2111.1644107156	2112.9389082032	frye1	1.0
2111.3580883243103	2112.822850412727	frye3	1.0
2115.5784503760033	2117.2753724866034	frye1	1.0
2117.464899363443	2118.8940450920263	frye3	1.0
2119.551086070366	2121.2650355494493	frye1	1.0
2121.992763061659	2123.649231780813	frye3	1.0
2124.1045164568877	2125.7458481152876	frye1	1.0
