Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	ID	POST
87	Spectrogram 1	1	2618.243942273	2618.830236840	2382.400	2666.000	F	
96	Spectrogram 1	1	2656.086586440	2656.655114505	2420.200	2703.800	F	
107	Spectrogram 1	1	2699.792179646	2700.236342197	2420.200	2684.900	F	
128	Spectrogram 1	1	2738.979876104	2739.521585124	2418.500	2709.000	F	
142	Spectrogram 1	1	2794.521671192	2795.063380212	2418.500	2709.000	F	
152	Spectrogram 1	1	2834.227553132	2834.769262152	2418.500	2709.000	F	
157	Spectrogram 1	1	2854.289472428	2854.831181448	2418.500	2709.000	F	
169	Spectrogram 1	1	2902.842103502	2903.383812522	2418.500	2709.000	F	
181	Spectrogram 1	1	2951.232195878	2951.773904898	2418.500	2709.000	F	
189	Spectrogram 1	1	2983.554176966	2984.095885986	2418.500	2709.000	F	
206	Spectrogram 1	1	3048.360677840	3048.902386860	2418.500	2709.000	F	
212	Spectrogram 1	1	3072.207426818	3072.749135838	2418.500	2709.000	F	
222	Spectrogram 1	1	3112.122287084	3112.663996104	2418.500	2709.000	F	
232	Spectrogram 1	1	3151.944268094	3152.485977114	2418.500	2709.000	F	
241	Spectrogram 1	1	3186.727549466	3187.269258486	2418.500	2709.000	F	
250	Spectrogram 1	1	3220.698137348	3221.239846368	2418.500	2709.000	F	
259	Spectrogram 1	1	3255.226000766	3255.767709786	2418.500	2709.000	F	
272	Spectrogram 1	1	3305.612997146	3306.154706166	2418.500	2709.000	F	
282	Spectrogram 1	1	3342.764699546	3343.306408566	2418.500	2709.000	F	
293	Spectrogram 1	1	3383.863770326	3384.405479346	2418.500	2709.000	F	
303	Spectrogram 1	1	3421.526308634	3422.068017654	2418.500	2709.000	F	
315	Spectrogram 1	1	3465.969032630	3466.510741650	2418.500	2709.000	F	
324	Spectrogram 1	1	3499.660982744	3500.202691764	2418.500	2709.000	F	
334	Spectrogram 1	1	3536.301849236	3536.843558256	2418.500	2709.000	F	
345	Spectrogram 1	1	3576.286368944	3576.828077964	2418.500	2709.000	F	
357	Spectrogram 1	1	3628.066554164	3628.608263184	2418.500	2709.000	F	
370	Spectrogram 1	1	3684.049525718	3684.591234738	2418.500	2709.000	F	
379	Spectrogram 1	1	3715.373054804	3715.914763824	2418.500	2709.000	F	
390	Spectrogram 1	1	3770.496893240	3771.038602260	2418.500	2709.000	F	
397	Spectrogram 1	1	3804.072744284	3804.614453304	2418.500	2709.000	F	
406	Spectrogram 1	1	3839.506180448	3840.047889468	2418.500	2709.000	F	
417	Spectrogram 1	1	3883.066551512	3883.608260532	2418.500	2709.000	F	
435	Spectrogram 1	1	3952.795652954	3953.337361974	2418.500	2709.000	F	
447	Spectrogram 1	1	3995.055714434	3995.597423454	2418.500	2709.000	F	
458	Spectrogram 1	1	4035.527850236	4036.069559256	2418.500	2709.000	F	
467	Spectrogram 1	1	4070.148592910	4070.690301930	2418.500	2709.000	F	
481	Spectrogram 1	1	4126.410202232	4126.951911252	2418.500	2709.000	F	
487	Spectrogram 1	1	4156.642400060	4157.184109080	2418.500	2709.000	F	
502	Spectrogram 1	1	4224.467476754	4225.009185774	2418.500	2709.000	F	
512	Spectrogram 1	1	4265.938064558	4266.479773578	2418.500	2709.000	F	
525	Spectrogram 1	1	4321.247661506	4321.789370526	2418.500	2709.000	F	
533	Spectrogram 1	1	4367.849828204	4368.391537224	2418.500	2709.000	F	
544	Spectrogram 1	1	4418.654781236	4419.196490256	2418.500	2709.000	F	
9	Spectrogram 1	1	2298.624586624	2299.228647693	3100.800	3384.500	G	
20	Spectrogram 1	1	2342.490078348	2343.200738430	3063.000	3403.400	G	
32	Spectrogram 1	1	2390.672830069	2391.401256652	3100.800	3422.300	G	
45	Spectrogram 1	1	2453.637310580	2454.223605148	3025.200	3460.100	G	
57	Spectrogram 1	1	2495.957113262	2496.667773343	3081.900	3422.300	G	
79	Spectrogram 1	1	2586.779468066	2587.241397119	3081.900	3384.500	G	
98	Spectrogram 1	1	2663.690649313	2664.294710383	3044.100	3403.400	G	
109	Spectrogram 1	1	2706.969846471	2707.609440544	3044.100	3441.200	G	
132	Spectrogram 1	1	2755.930340324	2756.561051146	3067.700	3415.200	G	
144	Spectrogram 1	1	2803.089782558	2803.720493380	3067.700	3415.200	G	
155	Spectrogram 1	1	2846.046438458	2846.677149280	3067.700	3415.200	G	
171	Spectrogram 1	1	2911.131577100	2911.762287922	3067.700	3415.200	G	
179	Spectrogram 1	1	2943.523217630	2944.153928452	3067.700	3415.200	G	
194	Spectrogram 1	1	3001.804950770	3002.435661592	3067.700	3415.200	G	
201	Spectrogram 1	1	3029.738387012	3030.369097834	3067.700	3415.200	G	
227	Spectrogram 1	1	3132.184206380	3132.814917202	3067.700	3415.200	G	
236	Spectrogram 1	1	3168.453555848	3169.084266670	3067.700	3415.200	G	
267	Spectrogram 1	1	3286.456650596	3287.087361418	3067.700	3415.200	G	
274	Spectrogram 1	1	3313.879250930	3314.509961752	3067.700	3415.200	G	
289	Spectrogram 1	1	3370.233739508	3370.864450330	3067.700	3415.200	G	
305	Spectrogram 1	1	3429.397825580	3430.028536402	3067.700	3415.200	G	
329	Spectrogram 1	1	3516.611446964	3517.242157786	3067.700	3415.200	G	
341	Spectrogram 1	1	3562.795657010	3563.426367832	3067.700	3415.200	G	
360	Spectrogram 1	1	3640.976770748	3641.607481570	3067.700	3415.200	G	
393	Spectrogram 1	1	3783.407109824	3784.037820646	3067.700	3415.200	G	
411	Spectrogram 1	1	3859.335901604	3859.966612426	3067.700	3415.200	G	
427	Spectrogram 1	1	3919.777077446	3920.407788268	3067.700	3415.200	G	
452	Spectrogram 1	1	4014.490698752	4015.121409574	3067.700	3415.200	G	
465	Spectrogram 1	1	4062.068097638	4062.698808460	3067.700	3415.200	G	
485	Spectrogram 1	1	4147.981409438	4148.612120260	3067.700	3415.200	G	
494	Spectrogram 1	1	4187.478313052	4188.109023874	3067.700	3415.200	G	
540	Spectrogram 1	1	4399.823512082	4400.454222904	3067.700	3415.200	G	
4	Spectrogram 1	1	2279.969759482	2280.502754543	3176.500	3460.100	H	
15	Spectrogram 1	1	2323.515455076	2324.066216639	3119.700	3384.500	H	
27	Spectrogram 1	1	2370.081454205	2370.667748772	3063.000	3460.100	H	
38	Spectrogram 1	1	2414.888571443	2415.510399015	3063.000	3403.400	H	
52	Spectrogram 1	1	2477.728683075	2478.208378630	3063.000	3441.200	H	
64	Spectrogram 1	1	2524.241383603	2524.738845661	3157.600	3384.500	H	
73	Spectrogram 1	1	2561.835300108	2562.297229161	3081.900	3441.200	H	
83	Spectrogram 1	1	2602.040892413	2602.556120972	3063.000	3365.500	H	
89	Spectrogram 1	1	2626.558664322	2627.020593375	3119.700	3441.200	H	
103	Spectrogram 1	1	2684.655120814	2685.223648880	3138.700	3497.900	H	
114	Spectrogram 1	1	2727.259190894	2727.721119947	3119.700	3422.300	H	
135	Spectrogram 1	1	2766.820433090	2767.342122195	3106.000	3427.400	H	
147	Spectrogram 1	1	2816.743033190	2817.264722295	3106.000	3427.400	H	
162	Spectrogram 1	1	2875.326623912	2875.848313017	3106.000	3427.400	H	
173	Spectrogram 1	1	2920.071205490	2920.592894595	3106.000	3427.400	H	
183	Spectrogram 1	1	2959.103712824	2959.625401929	3106.000	3427.400	H	
196	Spectrogram 1	1	3009.839006414	3010.360695519	3106.000	3427.400	H	
208	Spectrogram 1	1	3056.417953298	3056.939642403	3106.000	3427.400	H	
217	Spectrogram 1	1	3092.246126300	3092.767815405	3106.000	3427.400	H	
230	Spectrogram 1	1	3143.933432264	3144.455121369	3106.000	3427.400	H	
243	Spectrogram 1	1	3194.273989016	3194.795678121	3106.000	3427.400	H	
255	Spectrogram 1	1	3240.202781108	3240.724470213	3106.000	3427.400	H	
269	Spectrogram 1	1	3294.537145868	3295.058834973	3106.000	3427.400	H	
284	Spectrogram 1	1	3350.914854260	3351.436543365	3106.000	3427.400	H	
295	Spectrogram 1	1	3391.410209876	3391.931898981	3106.000	3427.400	H	
309	Spectrogram 1	1	3444.839001890	3445.360690995	3106.000	3427.400	H	
322	Spectrogram 1	1	3491.835905426	3492.357594531	3106.000	3427.400	H	
336	Spectrogram 1	1	3544.428784136	3544.950473241	3106.000	3427.400	H	
350	Spectrogram 1	1	3594.676461632	3595.198150737	3106.000	3427.400	H	
363	Spectrogram 1	1	3655.164077102	3655.685766207	3106.000	3427.400	H	
377	Spectrogram 1	1	3708.523209674	3709.044898779	3106.000	3427.400	H	
387	Spectrogram 1	1	3753.244571438	3753.766260543	3106.000	3427.400	H	
399	Spectrogram 1	1	3811.456645136	3811.978334241	3106.000	3427.400	H	
419	Spectrogram 1	1	3891.077387342	3891.599076447	3106.000	3427.400	H	
431	Spectrogram 1	1	3935.427232082	3935.948921187	3106.000	3427.400	H	
439	Spectrogram 1	1	3967.238377262	3967.760066367	3106.000	3427.400	H	
460	Spectrogram 1	1	4043.260048298	4043.781737403	3106.000	3427.400	H	
469	Spectrogram 1	1	4078.438066508	4078.959755613	3106.000	3427.400	H	
475	Spectrogram 1	1	4102.517013626	4103.038702731	3106.000	3427.400	H	
489	Spectrogram 1	1	4166.162523800	4166.684212905	3106.000	3427.400	H	
498	Spectrogram 1	1	4208.306486210	4208.828175315	3106.000	3427.400	H	
504	Spectrogram 1	1	4232.687290910	4233.208980015	3106.000	3427.400	H	
518	Spectrogram 1	1	4285.419488504	4285.941177609	3106.000	3427.400	H	
531	Spectrogram 1	1	4352.130014126	4352.651703231	3106.000	3427.400	H	
608	Spectrogram 1	1	4449.391121762	4449.941883325	3233.200	3535.700	H	
11	Spectrogram 1	1	2306.850476162	2307.347938219	4670.200	4991.600	I	
23	Spectrogram 1	1	2355.050994385	2355.388557924	4594.500	4916.000	I	
40	Spectrogram 1	1	2423.025628472	2423.434258019	4670.200	4972.700	I	
48	Spectrogram 1	1	2464.261674529	2464.830202594	4670.200	4991.600	I	
60	Spectrogram 1	1	2509.228689380	2509.726151437	4651.300	4916.000	I	
75	Spectrogram 1	1	2569.919058536	2570.309921581	4670.200	4934.900	I	
85	Spectrogram 1	1	2610.853077424	2611.403838988	4594.500	4953.800	I	
105	Spectrogram 1	1	2691.868319737	2692.330248790	4651.300	5029.400	I	
129	Spectrogram 1	1	2743.089783182	2743.553933048	4646.500	4963.200	I	
139	Spectrogram 1	1	2782.702785866	2783.166935732	4646.500	4963.200	I	
160	Spectrogram 1	1	2867.222908826	2867.687058692	4646.500	4963.200	I	
176	Spectrogram 1	1	2931.704332304	2932.168482170	4646.500	4963.200	I	
210	Spectrogram 1	1	3064.637767454	3065.101917320	4646.500	4963.200	I	
220	Spectrogram 1	1	3104.970584372	3105.434734238	4646.500	4963.200	I	
239	Spectrogram 1	1	3180.086682662	3180.550832528	4646.500	4963.200	I	
252	Spectrogram 1	1	3229.034050574	3229.498200440	4646.500	4963.200	I	
264	Spectrogram 1	1	3275.659437086	3276.123586952	4646.500	4963.200	I	
279	Spectrogram 1	1	3331.851386966	3332.315536832	4646.500	4963.200	I	
301	Spectrogram 1	1	3413.352934106	3413.817083972	4646.500	4963.200	I	
320	Spectrogram 1	1	3484.335905504	3484.800055370	4646.500	4963.200	I	
331	Spectrogram 1	1	3524.715162050	3525.179311916	4646.500	4963.200	I	
343	Spectrogram 1	1	3569.947359722	3570.411509588	4646.500	4963.200	I	
367	Spectrogram 1	1	3672.462838532	3672.926988398	4646.500	4963.200	I	
381	Spectrogram 1	1	3723.360670820	3723.824820686	4646.500	4963.200	I	
442	Spectrogram 1	1	3978.012370958	3978.476520824	4646.500	4963.200	I	
455	Spectrogram 1	1	4025.682649100	4026.146798966	4646.500	4963.200	I	
510	Spectrogram 1	1	4260.458188454	4260.922338320	4646.500	4963.200	I	
554	Spectrogram 1	1	2991.276597555	2991.720760106	4802.500	5105.000	I	
556	Spectrogram 1	1	3377.680231655	3378.124394206	4916.000	5067.200	I	
562	Spectrogram 1	1	3615.680283922	3616.177745979	4802.500	5086.100	I	
568	Spectrogram 1	1	3763.923970602	3764.456965663	4670.200	5123.900	I	
570	Spectrogram 1	1	3795.299612298	3795.761541351	4708.000	5048.300	I	
574	Spectrogram 1	1	3843.500130521	3843.997592578	4708.000	4991.600	I	
575	Spectrogram 1	1	3876.190492462	3876.670188017	4708.000	5086.100	I	
577	Spectrogram 1	1	3912.114358681	3912.487455224	4802.500	5048.300	I	
578	Spectrogram 1	1	3944.698121610	3945.248883174	4764.700	5010.500	I	
584	Spectrogram 1	1	4090.951960967	4091.520489033	4726.900	4972.700	I	
587	Spectrogram 1	1	4140.076337296	4140.538266349	4689.100	4972.700	I	
591	Spectrogram 1	1	4216.099192535	4216.543355086	4764.700	5048.300	I	
596	Spectrogram 1	1	4291.358092458	4291.820021511	4708.000	4916.000	I	
598	Spectrogram 1	1	4328.809876947	4329.325105506	4594.500	4897.100	I	
602	Spectrogram 1	1	4379.391106442	4379.835268993	4726.900	4953.800	I	
604	Spectrogram 1	1	4409.523092996	4409.949489045	4783.600	5029.400	I	
6	Spectrogram 1	1	2287.609355359	2288.071284412	5105.000	5294.100	J	
17	Spectrogram 1	1	2331.794644120	2332.274339676	5048.300	5464.300	J	
34	Spectrogram 1	1	2399.040851624	2399.431714669	5067.200	5464.300	J	
54	Spectrogram 1	1	2485.137313520	2485.510410062	5067.200	5426.500	J	
94	Spectrogram 1	1	2648.464757065	2648.944452620	5123.900	5407.600	J	
111	Spectrogram 1	1	2715.817563581	2716.243959629	5105.000	5369.700	J	
153	Spectrogram 1	1	2838.546438536	2838.981717836	5086.100	5404.400	J	
166	Spectrogram 1	1	2891.603713526	2892.038992826	5086.100	5404.400	J	
188	Spectrogram 1	1	2980.164084122	2980.599363422	5086.100	5404.400	J	
203	Spectrogram 1	1	3037.540244516	3037.975523816	5086.100	5404.400	J	
224	Spectrogram 1	1	3120.342101240	3120.777380540	5086.100	5404.400	J	
248	Spectrogram 1	1	3213.708973334	3214.144252634	5086.100	5404.400	J	
261	Spectrogram 1	1	3264.467486738	3264.902766038	5086.100	5404.400	J	
286	Spectrogram 1	1	3358.716711764	3359.151991064	5086.100	5404.400	J	
297	Spectrogram 1	1	3398.840550356	3399.275829656	5086.100	5404.400	J	
317	Spectrogram 1	1	3473.515472180	3473.950751480	5086.100	5404.400	J	
338	Spectrogram 1	1	3551.534047220	3551.969326520	5086.100	5404.400	J	
403	Spectrogram 1	1	3828.801846194	3829.237125494	5086.100	5404.400	J	
559	Spectrogram 1	1	3506.967061564	3507.411224115	5161.800	5445.400	J	
564	Spectrogram 1	1	3692.271670592	3692.911264666	5180.700	5483.200	J	
569	Spectrogram 1	1	3777.284379230	3777.693008777	5256.300	5502.100	J	
576	Spectrogram 1	1	3897.137197461	3897.687959025	5237.400	5426.500	J	
579	Spectrogram 1	1	3960.812338055	3961.238734104	5199.600	5426.500	J	
583	Spectrogram 1	1	4003.292043526	4003.807272085	5199.600	5388.700	J	
585	Spectrogram 1	1	4114.865671807	4115.327600860	5161.800	5445.400	J	
589	Spectrogram 1	1	4196.236244160	4196.733706217	5161.800	5407.600	J	
599	Spectrogram 1	1	4339.523077677	4340.002773232	5161.800	5407.600	J	
607	Spectrogram 1	1	4423.007867138	4423.452029689	5218.500	5464.300	J	
68	Spectrogram 1	1	2541.599255190	2542.025651239	5123.900	5558.800	K	
100	Spectrogram 1	1	2671.952071856	2672.318179087	5180.700	5577.700	K	
276	Spectrogram 1	1	3321.286371596	3321.677234641	5152.300	5568.200	K	
552	Spectrogram 1	1	2823.791790072	2824.235952623	5331.900	5634.500	K	
555	Spectrogram 1	1	3080.464434172	3081.032962237	5294.100	5615.500	K	
557	Spectrogram 1	1	3455.355375855	3455.710705896	5294.100	5577.700	K	
560	Spectrogram 1	1	3584.144743707	3584.695505270	5407.600	5653.400	K	
581	Spectrogram 1	1	3985.028079429	3985.507774984	5388.700	5634.500	K	
592	Spectrogram 1	1	4251.383464680	4251.792094227	5237.400	5521.000	K	
601	Spectrogram 1	1	4363.934250574	4364.378413125	5275.200	5615.500	K	
116	Spectrogram 1	1	2294.509562555	2296.249512303	1342.400	3970.600		A
117	Spectrogram 1	1	2275.572630135	2276.992228125	1455.900	4273.100		B
118	Spectrogram 1	1	2520.540824082	2522.029517550	1739.500	4405.500		C
119	Spectrogram 1	1	2418.898041588	2420.430704905	1966.400	4500.000		D
120	Spectrogram 1	1	2488.542908408	2490.037883283	2174.400	5237.400		E
121	Spectrogram 1	1	2516.332318537	2517.852419039	2174.400	4934.900		F
122	Spectrogram 1	1	2663.703735124	2665.091926079	3044.100	5766.800		G
123	Spectrogram 1	1	2414.935666134	2416.323857088	2949.600	5729.000		H
124	Spectrogram 1	1	2509.288978197	2510.576666639	3460.100	6768.900		I
125	Spectrogram 1	1	2399.054122342	2400.304122342	4254.200	7241.600		J
126	Spectrogram 1	1	2671.922450444	2673.059385117	3573.500	7563.000		K
